pair,target
4_____B_4_2_303_314_316_2683_0001.tif,0
5_____B_4_2_303_314_316_11260_0001.tif,0
1_____B_4_2_303_314_316_14736_0001.tif,1
4_____B_4_2_303_314_316_11352_0001.tif,0
1_____B_4_2_303_314_316_4467_0001.tif,1
1_____B_4_2_303_314_316_1734_0001.tif,1
1_____B_4_2_303_314_316_1490_0001.tif,1
4_____B_4_2_303_314_316_9064_0001.tif,0
1_____B_4_2_303_314_316_1834_0001.tif,1
1_____B_4_2_303_314_316_13735_0001.tif,1
4_____B_4_2_303_314_316_10846_0001.tif,0
5_____B_4_2_303_314_316_10461_0001.tif,0
4_____B_4_2_303_314_316_11151_0001.tif,0
1_____B_4_2_303_314_316_1727_0001.tif,1
4_____B_4_2_303_314_316_10759_0001.tif,0
5_____B_4_2_303_314_316_10704_0001.tif,0
1_____B_4_2_303_314_316_4647_0001.tif,1
2_____B_4_2_303_314_316_16215_0001.tif,0
1_____B_4_2_303_314_316_1586_0001.tif,1
1_____B_4_2_303_314_316_23_0001.tif,1
1_____B_4_2_303_314_316_1112_0001.tif,1
4_____B_4_2_303_314_316_3330_0001.tif,0
4_____B_4_2_303_314_316_6372_0001.tif,0
1_____B_4_2_303_314_316_226_0001.tif,1
1_____B_4_2_303_314_316_14233_0001.tif,1
1_____B_4_2_303_314_316_12395_0001.tif,1
1_____B_4_2_303_314_316_4708_0001.tif,1
7_____B_4_2_303_314_316_8059_0001.tif,0
5_____B_4_2_303_314_316_9304_0001.tif,0
1_____B_4_2_303_314_316_14922_0001.tif,1
4_____B_4_2_303_314_316_3587_0001.tif,0
1_____B_4_2_303_314_316_4640_0001.tif,1
4_____B_4_2_303_314_316_8118_0001.tif,0
5_____B_4_2_303_314_316_11629_0001.tif,0
4_____B_4_2_303_314_316_11304_0001.tif,0
1_____B_4_2_303_314_316_14417_0001.tif,1
2_____B_4_2_303_314_316_14632_0001.tif,0
1_____B_4_2_303_314_316_16286_0001.tif,1
1_____B_4_2_303_314_316_2041_0001.tif,1
4_____B_4_2_303_314_316_8367_0001.tif,0
5_____B_4_2_303_314_316_9299_0001.tif,0
5_____B_4_2_303_314_316_8658_0001.tif,0
1_____B_4_2_303_314_316_13613_0001.tif,1
5_____B_4_2_303_314_316_10401_0001.tif,0
4_____B_4_2_303_314_316_5586_0001.tif,0
2_____B_4_2_303_314_316_15395_0001.tif,0
1_____B_4_2_303_314_316_2397_0001.tif,1
1_____B_4_2_303_314_316_13478_0001.tif,1
1_____B_4_2_303_314_316_4223_0001.tif,1
1_____B_4_2_303_314_316_4781_0001.tif,1
2_____B_4_2_303_314_316_14642_0001.tif,0
1_____B_4_2_303_314_316_4485_0001.tif,1
1_____B_4_2_303_314_316_2640_0001.tif,1
1_____B_4_2_303_314_316_3293_0001.tif,1
4_____B_4_2_303_314_316_1038_0001.tif,0
5_____B_4_2_303_314_316_10691_0001.tif,0
1_____B_4_2_303_314_316_1488_0001.tif,1
1_____B_4_2_303_314_316_82_0001.tif,1
4_____B_4_2_303_314_316_9404_0001.tif,0
3_____B_4_2_303_314_316_2503_0001.tif,0
1_____B_4_2_303_314_316_1126_0001.tif,1
5_____B_4_2_303_314_316_10605_0001.tif,0
1_____B_4_2_303_314_316_13462_0001.tif,1
1_____B_4_2_303_314_316_12284_0001.tif,1
4_____B_4_2_303_314_316_11183_0001.tif,0
1_____B_4_2_303_314_316_15021_0001.tif,1
5_____B_4_2_303_314_316_11451_0001.tif,0
1_____B_4_2_303_314_316_12314_0001.tif,1
2_____B_4_2_303_314_316_15957_0001.tif,0
1_____B_4_2_303_314_316_3418_0001.tif,1
1_____B_4_2_303_314_316_195_0001.tif,1
4_____B_4_2_303_314_316_10710_0001.tif,0
1_____B_4_2_303_314_316_13328_0001.tif,1
4_____B_4_2_303_314_316_3912_0001.tif,0
1_____B_4_2_303_314_316_1275_0001.tif,1
2_____B_4_2_303_314_316_1560_0001.tif,0
2_____B_4_2_303_314_316_6248_0001.tif,0
1_____B_4_2_303_314_316_16356_0001.tif,1
1_____B_4_2_303_314_316_1116_0001.tif,1
1_____B_4_2_303_314_316_12958_0001.tif,1
1_____B_4_2_303_314_316_1355_0001.tif,1
1_____B_4_2_303_314_316_14445_0001.tif,1
5_____B_4_2_303_314_316_10546_0001.tif,0
5_____B_4_2_303_314_316_8092_0001.tif,0
4_____B_4_2_303_314_316_10803_0001.tif,0
5_____B_4_2_303_314_316_8121_0001.tif,0
4_____B_4_2_303_314_316_7925_0001.tif,0
1_____B_4_2_303_314_316_13333_0001.tif,1
5_____B_4_2_303_314_316_9258_0001.tif,0
1_____B_4_2_303_314_316_4267_0001.tif,1
1_____B_4_2_303_314_316_110_0001.tif,1
7_____B_4_2_303_314_316_9028_0001.tif,0
2_____B_4_2_303_314_316_6115_0001.tif,0
1_____B_4_2_303_314_316_1820_0001.tif,1
1_____B_4_2_303_314_316_13411_0001.tif,1
2_____B_4_2_303_314_316_15717_0001.tif,0
5_____B_4_2_303_314_316_9222_0001.tif,0
1_____B_4_2_303_314_316_11929_0001.tif,1
2_____B_4_2_303_314_316_16252_0001.tif,0
1_____B_4_2_303_314_316_2131_0001.tif,1
2_____B_4_2_303_314_316_2608_0001.tif,0
2_____B_4_2_303_314_316_15777_0001.tif,0
1_____B_4_2_303_314_316_12012_0001.tif,1
2_____B_4_2_303_314_316_1573_0001.tif,0
1_____B_4_2_303_314_316_3399_0001.tif,1
1_____B_4_2_303_314_316_14127_0001.tif,1
1_____B_4_2_303_314_316_1033_0001.tif,1
1_____B_4_2_303_314_316_12188_0001.tif,1
1_____B_4_2_303_314_316_4666_0001.tif,1
1_____B_4_2_303_314_316_1075_0001.tif,1
1_____B_4_2_303_314_316_14615_0001.tif,1
6_____B_4_2_303_314_316_1868_0001.tif,0
2_____B_4_2_303_314_316_15138_0001.tif,0
5_____B_4_2_303_314_316_10520_0001.tif,0
4_____B_4_2_303_314_316_11118_0001.tif,0
5_____B_4_2_303_314_316_10951_0001.tif,0
1_____B_4_2_303_314_316_1006_0001.tif,1
5_____B_4_2_303_314_316_4033_0001.tif,0
4_____B_4_2_303_314_316_7862_0001.tif,0
4_____B_4_2_303_314_316_8396_0001.tif,0
1_____B_4_2_303_314_316_4680_0001.tif,1
4_____B_4_2_303_314_316_8894_0001.tif,0
1_____B_4_2_303_314_316_4583_0001.tif,1
1_____B_4_2_303_314_316_1187_0001.tif,1
1_____B_4_2_303_314_316_601_0001.tif,1
4_____B_4_2_303_314_316_8150_0001.tif,0
1_____B_4_2_303_314_316_12346_0001.tif,1
2_____B_4_2_303_314_316_9444_0001.tif,0
4_____B_4_2_303_314_316_10791_0001.tif,0
1_____B_4_2_303_314_316_2281_0001.tif,1
4_____B_4_2_303_314_316_5272_0001.tif,0
4_____B_4_2_303_314_316_8139_0001.tif,0
4_____B_4_2_303_314_316_487_0001.tif,0
1_____B_4_2_303_314_316_14934_0001.tif,1
1_____B_4_2_303_314_316_14923_0001.tif,1
2_____B_4_2_303_314_316_9471_0001.tif,0
1_____B_4_2_303_314_316_15124_0001.tif,1
1_____B_4_2_303_314_316_404_0001.tif,1
1_____B_4_2_303_314_316_4757_0001.tif,1
1_____B_4_2_303_314_316_13035_0001.tif,1
1_____B_4_2_303_314_316_16417_0001.tif,1
2_____B_4_2_303_314_316_15537_0001.tif,0
1_____B_4_2_303_314_316_14227_0001.tif,1
2_____B_4_2_303_314_316_1957_0001.tif,0
1_____B_4_2_303_314_316_1506_0001.tif,1
1_____B_4_2_303_314_316_14098_0001.tif,1
5_____B_4_2_303_314_316_13981_0001.tif,0
5_____B_4_2_303_314_316_11687_0001.tif,0
1_____B_4_2_303_314_316_13283_0001.tif,1
1_____B_4_2_303_314_316_1364_0001.tif,1
2_____B_4_2_303_314_316_2188_0001.tif,0
6_____B_4_2_303_314_316_6306_0001.tif,0
1_____B_4_2_303_314_316_2742_0001.tif,1
1_____B_4_2_303_314_316_847_0001.tif,1
3_____B_4_2_303_314_316_1229_0001.tif,0
6_____B_4_2_303_314_316_9365_0001.tif,0
1_____B_4_2_303_314_316_13565_0001.tif,1
4_____B_4_2_303_314_316_10737_0001.tif,0
1_____B_4_2_303_314_316_14832_0001.tif,1
1_____B_4_2_303_314_316_13543_0001.tif,1
2_____B_4_2_303_314_316_16087_0001.tif,0
1_____B_4_2_303_314_316_13006_0001.tif,1
5_____B_4_2_303_314_316_9083_0001.tif,0
5_____B_4_2_303_314_316_6495_0001.tif,0
1_____B_4_2_303_314_316_15851_0001.tif,1
4_____B_4_2_303_314_316_8904_0001.tif,0
1_____B_4_2_303_314_316_2423_0001.tif,1
4_____B_4_2_303_314_316_3122_0001.tif,0
2_____B_4_2_303_314_316_3465_0001.tif,0
5_____B_4_2_303_314_316_11454_0001.tif,0
5_____B_4_2_303_314_316_10580_0001.tif,0
5_____B_4_2_303_314_316_11717_0001.tif,0
5_____B_4_2_303_314_316_11833_0001.tif,0
4_____B_4_2_303_314_316_10724_0001.tif,0
2_____B_4_2_303_314_316_16318_0001.tif,0
1_____B_4_2_303_314_316_2201_0001.tif,1
1_____B_4_2_303_314_316_22_0001.tif,1
2_____B_4_2_303_314_316_5965_0001.tif,0
1_____B_4_2_303_314_316_12340_0001.tif,1
2_____B_4_2_303_314_316_6164_0001.tif,0
1_____B_4_2_303_314_316_3181_0001.tif,1
5_____B_4_2_303_314_316_6165_0001.tif,0
1_____B_4_2_303_314_316_71_0001.tif,1
1_____B_4_2_303_314_316_701_0001.tif,1
2_____B_4_2_303_314_316_2594_0001.tif,0
1_____B_4_2_303_314_316_4348_0001.tif,1
5_____B_4_2_303_314_316_7847_0001.tif,0
1_____B_4_2_303_314_316_2625_0001.tif,1
1_____B_4_2_303_314_316_13599_0001.tif,1
1_____B_4_2_303_314_316_4664_0001.tif,1
4_____B_4_2_303_314_316_5496_0001.tif,0
1_____B_4_2_303_314_316_14752_0001.tif,1
2_____B_4_2_303_314_316_15616_0001.tif,0
4_____B_4_2_303_314_316_8366_0001.tif,0
1_____B_4_2_303_314_316_13097_0001.tif,1
1_____B_4_2_303_314_316_4788_0001.tif,1
1_____B_4_2_303_314_316_12290_0001.tif,1
4_____B_4_2_303_314_316_5548_0001.tif,0
1_____B_4_2_303_314_316_13287_0001.tif,1
1_____B_4_2_303_314_316_13105_0001.tif,1
2_____B_4_2_303_314_316_2054_0001.tif,0
1_____B_4_2_303_314_316_4109_0001.tif,1
1_____B_4_2_303_314_316_1155_0001.tif,1
1_____B_4_2_303_314_316_14291_0001.tif,1
1_____B_4_2_303_314_316_12266_0001.tif,1
1_____B_4_2_303_314_316_14381_0001.tif,1
1_____B_4_2_303_314_316_4783_0001.tif,1
1_____B_4_2_303_314_316_14366_0001.tif,1
1_____B_4_2_303_314_316_4174_0001.tif,1
1_____B_4_2_303_314_316_14142_0001.tif,1
1_____B_4_2_303_314_316_1485_0001.tif,1
2_____B_4_2_303_314_316_14693_0001.tif,0
1_____B_4_2_303_314_316_12969_0001.tif,1
1_____B_4_2_303_314_316_1872_0001.tif,1
1_____B_4_2_303_314_316_245_0001.tif,1
1_____B_4_2_303_314_316_4421_0001.tif,1
3_____B_4_2_303_314_316_958_0001.tif,0
6_____B_4_2_303_314_316_2234_0001.tif,0
1_____B_4_2_303_314_316_12809_0001.tif,1
5_____B_4_2_303_314_316_10487_0001.tif,0
4_____B_4_2_303_314_316_3059_0001.tif,0
1_____B_4_2_303_314_316_12001_0001.tif,1
1_____B_4_2_303_314_316_1418_0001.tif,1
1_____B_4_2_303_314_316_12364_0001.tif,1
1_____B_4_2_303_314_316_16378_0001.tif,1
1_____B_4_2_303_314_316_12386_0001.tif,1
1_____B_4_2_303_314_316_2222_0001.tif,1
1_____B_4_2_303_314_316_512_0001.tif,1
4_____B_4_2_303_314_316_9185_0001.tif,0
1_____B_4_2_303_314_316_14167_0001.tif,1
1_____B_4_2_303_314_316_15463_0001.tif,1
5_____B_4_2_303_314_316_8573_0001.tif,0
2_____B_4_2_303_314_316_2343_0001.tif,0
2_____B_4_2_303_314_316_14761_0001.tif,0
2_____B_4_2_303_314_316_14596_0001.tif,0
1_____B_4_2_303_314_316_1433_0001.tif,1
1_____B_4_2_303_314_316_12313_0001.tif,1
1_____B_4_2_303_314_316_14165_0001.tif,1
1_____B_4_2_303_314_316_1892_0001.tif,1
1_____B_4_2_303_314_316_16246_0001.tif,1
1_____B_4_2_303_314_316_4277_0001.tif,1
2_____B_4_2_303_314_316_2340_0001.tif,0
1_____B_4_2_303_314_316_14921_0001.tif,1
4_____B_4_2_303_314_316_5522_0001.tif,0
1_____B_4_2_303_314_316_2740_0001.tif,1
2_____B_4_2_303_314_316_16096_0001.tif,0
1_____B_4_2_303_314_316_13556_0001.tif,1
4_____B_4_2_303_314_316_5434_0001.tif,0
1_____B_4_2_303_314_316_4356_0001.tif,1
1_____B_4_2_303_314_316_1345_0001.tif,1
1_____B_4_2_303_314_316_4719_0001.tif,1
2_____B_4_2_303_314_316_15706_0001.tif,0
1_____B_4_2_303_314_316_274_0001.tif,1
1_____B_4_2_303_314_316_12030_0001.tif,1
2_____B_4_2_303_314_316_5766_0001.tif,0
4_____B_4_2_303_314_316_7835_0001.tif,0
5_____B_4_2_303_314_316_11406_0001.tif,0
1_____B_4_2_303_314_316_2298_0001.tif,1
1_____B_4_2_303_314_316_15746_0001.tif,1
4_____B_4_2_303_314_316_8795_0001.tif,0
4_____B_4_2_303_314_316_2375_0001.tif,0
5_____B_4_2_303_314_316_2308_0001.tif,0
1_____B_4_2_303_314_316_77_0001.tif,1
2_____B_4_2_303_314_316_5595_0001.tif,0
1_____B_4_2_303_314_316_12940_0001.tif,1
4_____B_4_2_303_314_316_5424_0001.tif,0
2_____B_4_2_303_314_316_14821_0001.tif,0
4_____B_4_2_303_314_316_2542_0001.tif,0
1_____B_4_2_303_314_316_13393_0001.tif,1
4_____B_4_2_303_314_316_852_0001.tif,0
1_____B_4_2_303_314_316_4372_0001.tif,1
4_____B_4_2_303_314_316_7906_0001.tif,0
1_____B_4_2_303_314_316_13093_0001.tif,1
5_____B_4_2_303_314_316_11795_0001.tif,0
2_____B_4_2_303_314_316_15999_0001.tif,0
3_____B_4_2_303_314_316_11583_0001.tif,0
2_____B_4_2_303_314_316_16065_0001.tif,0
4_____B_4_2_303_314_316_11552_0001.tif,0
1_____B_4_2_303_314_316_13140_0001.tif,1
4_____B_4_2_303_314_316_11047_0001.tif,0
3_____B_4_2_303_314_316_2082_0001.tif,0
1_____B_4_2_303_314_316_4331_0001.tif,1
1_____B_4_2_303_314_316_4409_0001.tif,1
5_____B_4_2_303_314_316_8636_0001.tif,0
1_____B_4_2_303_314_316_15560_0001.tif,1
2_____B_4_2_303_314_316_15882_0001.tif,0
1_____B_4_2_303_314_316_11995_0001.tif,1
1_____B_4_2_303_314_316_14121_0001.tif,1
1_____B_4_2_303_314_316_1136_0001.tif,1
3_____B_4_2_303_314_316_322_0001.tif,0
1_____B_4_2_303_314_316_12317_0001.tif,1
1_____B_4_2_303_314_316_1340_0001.tif,1
4_____B_4_2_303_314_316_8289_0001.tif,0
1_____B_4_2_303_314_316_1835_0001.tif,1
1_____B_4_2_303_314_316_14446_0001.tif,1
1_____B_4_2_303_314_316_16234_0001.tif,1
4_____B_4_2_303_314_316_2092_0001.tif,0
2_____B_4_2_303_314_316_15923_0001.tif,0
5_____B_4_2_303_314_316_11783_0001.tif,0
1_____B_4_2_303_314_316_16257_0001.tif,1
1_____B_4_2_303_314_316_1875_0001.tif,1
4_____B_4_2_303_314_316_5255_0001.tif,0
3_____B_4_2_303_314_316_16364_0001.tif,0
1_____B_4_2_303_314_316_13036_0001.tif,1
1_____B_4_2_303_314_316_15501_0001.tif,1
1_____B_4_2_303_314_316_83_0001.tif,1
6_____B_4_2_303_314_316_11214_0001.tif,0
4_____B_4_2_303_314_316_3061_0001.tif,0
2_____B_4_2_303_314_316_15083_0001.tif,0
5_____B_4_2_303_314_316_6089_0001.tif,0
5_____B_4_2_303_314_316_11682_0001.tif,0
6_____B_4_2_303_314_316_9029_0001.tif,0
1_____B_4_2_303_314_316_90_0001.tif,1
2_____B_4_2_303_314_316_11653_0001.tif,0
5_____B_4_2_303_314_316_8654_0001.tif,0
1_____B_4_2_303_314_316_1446_0001.tif,1
1_____B_4_2_303_314_316_16264_0001.tif,1
4_____B_4_2_303_314_316_2036_0001.tif,0
1_____B_4_2_303_314_316_4236_0001.tif,1
6_____B_4_2_303_314_316_10937_0001.tif,0
7_____B_4_2_303_314_316_6330_0001.tif,0
1_____B_4_2_303_314_316_14770_0001.tif,1
5_____B_4_2_303_314_316_11770_0001.tif,0
1_____B_4_2_303_314_316_4417_0001.tif,1
1_____B_4_2_303_314_316_3206_0001.tif,1
1_____B_4_2_303_314_316_2056_0001.tif,1
5_____B_4_2_303_314_316_6037_0001.tif,0
1_____B_4_2_303_314_316_4547_0001.tif,1
1_____B_4_2_303_314_316_15032_0001.tif,1
1_____B_4_2_303_314_316_1815_0001.tif,1
1_____B_4_2_303_314_316_4272_0001.tif,1
4_____B_4_2_303_314_316_5872_0001.tif,0
4_____B_4_2_303_314_316_11188_0001.tif,0
1_____B_4_2_303_314_316_4453_0001.tif,1
4_____B_4_2_303_314_316_8866_0001.tif,0
1_____B_4_2_303_314_316_14633_0001.tif,1
2_____B_4_2_303_314_316_13338_0001.tif,0
1_____B_4_2_303_314_316_1982_0001.tif,1
3_____B_4_2_303_314_316_11941_0001.tif,0
1_____B_4_2_303_314_316_13487_0001.tif,1
1_____B_4_2_303_314_316_4278_0001.tif,1
1_____B_4_2_303_314_316_13589_0001.tif,1
2_____B_4_2_303_314_316_16303_0001.tif,0
1_____B_4_2_303_314_316_2370_0001.tif,1
1_____B_4_2_303_314_316_14938_0001.tif,1
5_____B_4_2_303_314_316_10485_0001.tif,0
4_____B_4_2_303_314_316_10396_0001.tif,0
6_____B_4_2_303_314_316_1357_0001.tif,0
4_____B_4_2_303_314_316_5491_0001.tif,0
2_____B_4_2_303_314_316_14758_0001.tif,0
4_____B_4_2_303_314_316_9286_0001.tif,0
1_____B_4_2_303_314_316_1300_0001.tif,1
4_____B_4_2_303_314_316_1587_0001.tif,0
1_____B_4_2_303_314_316_1503_0001.tif,1
1_____B_4_2_303_314_316_1821_0001.tif,1
6_____B_4_2_303_314_316_121_0001.tif,0
1_____B_4_2_303_314_316_1965_0001.tif,1
2_____B_4_2_303_314_316_11595_0001.tif,0
5_____B_4_2_303_314_316_1589_0001.tif,0
1_____B_4_2_303_314_316_12270_0001.tif,1
4_____B_4_2_303_314_316_9186_0001.tif,0
4_____B_4_2_303_314_316_11155_0001.tif,0
4_____B_4_2_303_314_316_8825_0001.tif,0
1_____B_4_2_303_314_316_16401_0001.tif,1
5_____B_4_2_303_314_316_11398_0001.tif,0
1_____B_4_2_303_314_316_14302_0001.tif,1
6_____B_4_2_303_314_316_6562_0001.tif,0
1_____B_4_2_303_314_316_12835_0001.tif,1
4_____B_4_2_303_314_316_8550_0001.tif,0
1_____B_4_2_303_314_316_12079_0001.tif,1
2_____B_4_2_303_314_316_15839_0001.tif,0
4_____B_4_2_303_314_316_8259_0001.tif,0
5_____B_4_2_303_314_316_4028_0001.tif,0
4_____B_4_2_303_314_316_443_0001.tif,0
1_____B_4_2_303_314_316_14332_0001.tif,1
1_____B_4_2_303_314_316_15489_0001.tif,1
3_____B_4_2_303_314_316_6621_0001.tif,0
2_____B_4_2_303_314_316_15429_0001.tif,0
1_____B_4_2_303_314_316_3763_0001.tif,1
2_____B_4_2_303_314_316_53_0001.tif,0
1_____B_4_2_303_314_316_14438_0001.tif,1
4_____B_4_2_303_314_316_5263_0001.tif,0
1_____B_4_2_303_314_316_2444_0001.tif,1
1_____B_4_2_303_314_316_1695_0001.tif,1
2_____B_4_2_303_314_316_15086_0001.tif,0
4_____B_4_2_303_314_316_11792_0001.tif,0
1_____B_4_2_303_314_316_15479_0001.tif,1
1_____B_4_2_303_314_316_2157_0001.tif,1
1_____B_4_2_303_314_316_15606_0001.tif,1
7_____B_4_2_303_314_316_11754_0001.tif,0
1_____B_4_2_303_314_316_13657_0001.tif,1
1_____B_4_2_303_314_316_1964_0001.tif,1
4_____B_4_2_303_314_316_5715_0001.tif,0
2_____B_4_2_303_314_316_14652_0001.tif,0
4_____B_4_2_303_314_316_565_0001.tif,0
4_____B_4_2_303_314_316_8714_0001.tif,0
1_____B_4_2_303_314_316_14553_0001.tif,1
1_____B_4_2_303_314_316_11975_0001.tif,1
4_____B_4_2_303_314_316_11347_0001.tif,0
1_____B_4_2_303_314_316_14300_0001.tif,1
3_____B_4_2_303_314_316_643_0001.tif,0
4_____B_4_2_303_314_316_422_0001.tif,0
1_____B_4_2_303_314_316_11946_0001.tif,1
1_____B_4_2_303_314_316_3282_0001.tif,1
1_____B_4_2_303_314_316_4302_0001.tif,1
2_____B_4_2_303_314_316_14665_0001.tif,0
2_____B_4_2_303_314_316_15418_0001.tif,0
1_____B_4_2_303_314_316_12916_0001.tif,1
2_____B_4_2_303_314_316_15859_0001.tif,0
4_____B_4_2_303_314_316_9216_0001.tif,0
4_____B_4_2_303_314_316_5819_0001.tif,0
1_____B_4_2_303_314_316_13239_0001.tif,1
4_____B_4_2_303_314_316_4008_0001.tif,0
1_____B_4_2_303_314_316_4618_0001.tif,1
4_____B_4_2_303_314_316_5931_0001.tif,0
1_____B_4_2_303_314_316_15153_0001.tif,1
5_____B_4_2_303_314_316_10548_0001.tif,0
4_____B_4_2_303_314_316_3082_0001.tif,0
3_____B_4_2_303_314_316_3037_0001.tif,0
1_____B_4_2_303_314_316_15118_0001.tif,1
1_____B_4_2_303_314_316_1267_0001.tif,1
4_____B_4_2_303_314_316_7731_0001.tif,0
1_____B_4_2_303_314_316_13663_0001.tif,1
2_____B_4_2_303_314_316_15440_0001.tif,0
2_____B_4_2_303_314_316_6160_0001.tif,0
2_____B_4_2_303_314_316_15100_0001.tif,0
5_____B_4_2_303_314_316_6567_0001.tif,0
1_____B_4_2_303_314_316_1841_0001.tif,1
1_____B_4_2_303_314_316_13174_0001.tif,1
1_____B_4_2_303_314_316_156_0001.tif,1
4_____B_4_2_303_314_316_2894_0001.tif,0
1_____B_4_2_303_314_316_12318_0001.tif,1
1_____B_4_2_303_314_316_16309_0001.tif,1
1_____B_4_2_303_314_316_12991_0001.tif,1
1_____B_4_2_303_314_316_12283_0001.tif,1
4_____B_4_2_303_314_316_10851_0001.tif,0
1_____B_4_2_303_314_316_11953_0001.tif,1
1_____B_4_2_303_314_316_1231_0001.tif,1
6_____B_4_2_303_314_316_3985_0001.tif,0
1_____B_4_2_303_314_316_4076_0001.tif,1
3_____B_4_2_303_314_316_14052_0001.tif,0
4_____B_4_2_303_314_316_11554_0001.tif,0
2_____B_4_2_303_314_316_16223_0001.tif,0
1_____B_4_2_303_314_316_12811_0001.tif,1
4_____B_4_2_303_314_316_15710_0001.tif,0
1_____B_4_2_303_314_316_13256_0001.tif,1
2_____B_4_2_303_314_316_16019_0001.tif,0
1_____B_4_2_303_314_316_14161_0001.tif,1
5_____B_4_2_303_314_316_10610_0001.tif,0
1_____B_4_2_303_314_316_13331_0001.tif,1
1_____B_4_2_303_314_316_1748_0001.tif,1
1_____B_4_2_303_314_316_12331_0001.tif,1
1_____B_4_2_303_314_316_1201_0001.tif,1
5_____B_4_2_303_314_316_10734_0001.tif,0
6_____B_4_2_303_314_316_6554_0001.tif,0
2_____B_4_2_303_314_316_16284_0001.tif,0
5_____B_4_2_303_314_316_11426_0001.tif,0
2_____B_4_2_303_314_316_14663_0001.tif,0
1_____B_4_2_303_314_316_1764_0001.tif,1
4_____B_4_2_303_314_316_11279_0001.tif,0
1_____B_4_2_303_314_316_13449_0001.tif,1
1_____B_4_2_303_314_316_258_0001.tif,1
3_____B_4_2_303_314_316_326_0001.tif,0
5_____B_4_2_303_314_316_453_0001.tif,0
4_____B_4_2_303_314_316_11121_0001.tif,0
1_____B_4_2_303_314_316_12333_0001.tif,1
4_____B_4_2_303_314_316_2697_0001.tif,0
4_____B_4_2_303_314_316_9076_0001.tif,0
2_____B_4_2_303_314_316_15727_0001.tif,0
1_____B_4_2_303_314_316_12391_0001.tif,1
5_____B_4_2_303_314_316_4032_0001.tif,0
4_____B_4_2_303_314_316_8249_0001.tif,0
2_____B_4_2_303_314_316_15807_0001.tif,0
4_____B_4_2_303_314_316_6598_0001.tif,0
4_____B_4_2_303_314_316_10700_0001.tif,0
1_____B_4_2_303_314_316_1812_0001.tif,1
1_____B_4_2_303_314_316_1680_0001.tif,1
1_____B_4_2_303_314_316_1375_0001.tif,1
2_____B_4_2_303_314_316_16392_0001.tif,0
2_____B_4_2_303_314_316_15947_0001.tif,0
4_____B_4_2_303_314_316_8301_0001.tif,0
3_____B_4_2_303_314_316_1010_0001.tif,0
1_____B_4_2_303_314_316_1179_0001.tif,1
1_____B_4_2_303_314_316_14676_0001.tif,1
5_____B_4_2_303_314_316_7992_0001.tif,0
4_____B_4_2_303_314_316_10727_0001.tif,0
2_____B_4_2_303_314_316_13835_0001.tif,0
4_____B_4_2_303_314_316_8313_0001.tif,0
1_____B_4_2_303_314_316_13301_0001.tif,1
5_____B_4_2_303_314_316_11405_0001.tif,0
1_____B_4_2_303_314_316_68_0001.tif,1
4_____B_4_2_303_314_316_5594_0001.tif,0
2_____B_4_2_303_314_316_13370_0001.tif,0
1_____B_4_2_303_314_316_13149_0001.tif,1
1_____B_4_2_303_314_316_13235_0001.tif,1
1_____B_4_2_303_314_316_13355_0001.tif,1
4_____B_4_2_303_314_316_9261_0001.tif,0
1_____B_4_2_303_314_316_13129_0001.tif,1
1_____B_4_2_303_314_316_12217_0001.tif,1
1_____B_4_2_303_314_316_13694_0001.tif,1
4_____B_4_2_303_314_316_5270_0001.tif,0
6_____B_4_2_303_314_316_8598_0001.tif,0
4_____B_4_2_303_314_316_8234_0001.tif,0
4_____B_4_2_303_314_316_9212_0001.tif,0
4_____B_4_2_303_314_316_5929_0001.tif,0
1_____B_4_2_303_314_316_14975_0001.tif,1
1_____B_4_2_303_314_316_13348_0001.tif,1
1_____B_4_2_303_314_316_14295_0001.tif,1
1_____B_4_2_303_314_316_1295_0001.tif,1
3_____B_4_2_303_314_316_183_0001.tif,0
4_____B_4_2_303_314_316_10373_0001.tif,0
1_____B_4_2_303_314_316_14870_0001.tif,1
1_____B_4_2_303_314_316_13100_0001.tif,1
1_____B_4_2_303_314_316_13258_0001.tif,1
1_____B_4_2_303_314_316_14574_0001.tif,1
1_____B_4_2_303_314_316_1199_0001.tif,1
1_____B_4_2_303_314_316_14771_0001.tif,1
5_____B_4_2_303_314_316_8728_0001.tif,0
1_____B_4_2_303_314_316_14182_0001.tif,1
2_____B_4_2_303_314_316_15798_0001.tif,0
2_____B_4_2_303_314_316_5644_0001.tif,0
2_____B_4_2_303_314_316_14705_0001.tif,0
1_____B_4_2_303_314_316_1805_0001.tif,1
2_____B_4_2_303_314_316_15600_0001.tif,0
4_____B_4_2_303_314_316_5471_0001.tif,0
2_____B_4_2_303_314_316_2230_0001.tif,0
1_____B_4_2_303_314_316_16123_0001.tif,1
5_____B_4_2_303_314_316_10968_0001.tif,0
1_____B_4_2_303_314_316_4317_0001.tif,1
1_____B_4_2_303_314_316_15114_0001.tif,1
4_____B_4_2_303_314_316_8802_0001.tif,0
2_____B_4_2_303_314_316_11593_0001.tif,0
1_____B_4_2_303_314_316_4659_0001.tif,1
1_____B_4_2_303_314_316_12029_0001.tif,1
2_____B_4_2_303_314_316_11549_0001.tif,0
5_____B_4_2_303_314_316_8220_0001.tif,0
1_____B_4_2_303_314_316_13474_0001.tif,1
1_____B_4_2_303_314_316_13286_0001.tif,1
2_____B_4_2_303_314_316_9470_0001.tif,0
